MarkerName	Allele1	Allele2	Effect	StdErr	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
cg12889799			-0.0078	0.0812	0.9234	-+	0.0	0.787	1	0.3751
cg17951713			-0.0414	0.0571	0.469	--	0.0	0.445	1	0.5045
cg15496079			-0.1135	0.0443	0.01036	--	0.0	0.015	1	0.903
cg16627549			-0.1359	0.0531	0.01044	--	0.0	0.087	1	0.7679
cg18683694			0.0491	0.0418	0.2404	++	0.0	0.001	1	0.9812
cg18882448			0.0463	0.0485	0.3394	++	0.0	0.945	1	0.3311
cg09171565			0.0102	0.0373	0.7848	-+	44.8	1.813	1	0.1782
cg14946236			0.0250	0.0298	0.4009	++	0.0	0.044	1	0.8341
cg17162709			-0.0378	0.0437	0.3865	--	0.0	0.044	1	0.8331
cg20966270			0.0688	0.1063	0.5176	+-	0.0	0.413	1	0.5203
cg20418281			-0.0132	0.0406	0.745	+-	63.7	2.759	1	0.09674
cg22119232			0.0913	0.0607	0.1324	++	0.0	0.328	1	0.5671
cg16124410			0.0196	0.0239	0.4124	++	0.0	0.008	1	0.9296
cg11722768			0.0076	0.0304	0.8031	++	0.0	0.016	1	0.898
cg10716112			0.0749	0.0411	0.06868	++	0.0	0.035	1	0.851
cg05432453			0.2067	0.1352	0.1264	++	0.0	0.226	1	0.6342
cg13858061			-0.0488	0.0365	0.1807	--	57.4	2.348	1	0.1255
cg05659526			0.0647	0.0441	0.1422	-+	84.2	6.318	1	0.01195
cg22907426			-0.0164	0.0963	0.8647	--	0.0	0.000	1	0.9838
cg25111926			0.0432	0.0447	0.3334	+-	21.0	1.265	1	0.2607
cg04685747			0.0050	0.0314	0.8732	+-	0.0	0.117	1	0.7323
cg20093869			-0.0149	0.0833	0.8582	--	0.0	0.003	1	0.9553
cg06165395			0.0151	0.0448	0.7362	-+	42.5	1.739	1	0.1873
cg01716603			0.0213	0.0306	0.4865	++	0.0	0.001	1	0.9692
cg05799169			0.1266	0.0824	0.1242	++	0.0	0.005	1	0.9425
cg00003167			-0.0263	0.0327	0.421	--	0.0	0.095	1	0.7577
cg08901632			0.2303	0.1135	0.04252	++	46.8	1.879	1	0.1704
cg00725138			-0.0020	0.0308	0.9483	-+	38.7	1.631	1	0.2016
cg03041877			0.0757	0.0450	0.09237	++	0.0	0.104	1	0.7475
cg26808687			-0.0053	0.0534	0.9212	+-	0.0	0.021	1	0.884
cg18576957			-0.2175	0.1473	0.1397	--	0.0	0.485	1	0.486
cg00846114			-0.0707	0.0291	0.015	--	0.0	0.157	1	0.6923
cg22923398			0.0239	0.0543	0.6596	++	0.0	0.137	1	0.7115
cg06100618			0.1887	0.0721	0.008869	++	0.0	0.330	1	0.5655
cg22318792			0.0048	0.0418	0.9095	-+	0.0	0.270	1	0.6031
cg08497901			0.0419	0.0457	0.3584	++	0.0	0.092	1	0.761
cg07040435			0.0321	0.0834	0.7006	++	0.0	0.158	1	0.6907
cg07174665			-0.0395	0.0947	0.6768	-+	0.0	0.299	1	0.5847
cg25390243			0.0422	0.0480	0.3793	++	0.0	0.027	1	0.8701
cg13701109			0.0300	0.0577	0.6028	-+	55.8	2.261	1	0.1327
cg02567269			-0.0032	0.0352	0.9284	-+	0.0	0.027	1	0.8702
cg18188453			0.0532	0.0463	0.2502	++	0.0	0.464	1	0.4957
cg24198160			0.0349	0.0447	0.434	++	0.0	0.156	1	0.693
cg11554982			0.0197	0.0573	0.7318	+-	0.0	0.186	1	0.6662
cg19833116			-0.0279	0.0416	0.5028	--	0.0	0.001	1	0.9806
cg20961605			-0.0288	0.0284	0.3101	--	0.0	0.631	1	0.427
cg06081628			-0.0607	0.0343	0.07726	--	0.0	0.008	1	0.9277
cg05728882			-0.0001	0.0496	0.9985	-+	59.0	2.442	1	0.1181
cg13158017			-0.1186	0.0640	0.06399	+-	71.4	3.502	1	0.06131
cg27158519			0.0127	0.0991	0.8978	+-	56.8	2.315	1	0.1281
cg13740236			0.0590	0.0716	0.4101	++	0.0	0.035	1	0.8523
cg22482658			0.0457	0.0459	0.319	++	0.0	0.675	1	0.4115
cg00895196			0.0079	0.0529	0.8813	-+	0.0	0.620	1	0.4311
cg00978108			-0.0031	0.0390	0.9367	+-	43.4	1.767	1	0.1838
cg26049293			0.0409	0.0910	0.6533	++	0.0	0.121	1	0.7278
cg27391093			0.0122	0.0243	0.6158	++	0.0	0.199	1	0.6552
cg09785391			-0.0412	0.0494	0.405	+-	19.5	1.242	1	0.265
cg06827015			-0.0319	0.0641	0.6189	--	0.0	0.035	1	0.8509
cg08951101			0.0284	0.0748	0.7039	-+	0.0	0.400	1	0.5272
cg01650557			-0.0005	0.0629	0.9943	-+	0.0	0.062	1	0.8037
cg07472764			0.0009	0.1152	0.9938	+-	0.0	0.252	1	0.6154
cg07912432			-0.0190	0.0400	0.636	--	0.0	0.015	1	0.9018
cg12434889			-0.0900	0.1041	0.3876	--	3.0	1.031	1	0.31
cg18085224			-0.0178	0.0387	0.6447	-+	62.0	2.630	1	0.1049
cg26490743			0.0283	0.0482	0.5566	++	0.0	0.221	1	0.6381
cg00756808			-0.1018	0.0657	0.1211	--	0.0	0.843	1	0.3585
cg16611727			-0.2022	0.1011	0.04564	--	0.0	0.127	1	0.7211
cg16404879			0.0281	0.0319	0.3787	++	0.0	0.016	1	0.9002
cg09528198			-0.0335	0.0441	0.4478	--	0.0	0.084	1	0.772
cg09935203			0.0075	0.0377	0.8423	+-	0.0	0.042	1	0.8378
cg09899402			0.0411	0.0566	0.4681	++	0.0	0.016	1	0.8998
cg21933001			-0.0214	0.0444	0.6301	--	0.0	0.016	1	0.9004
cg10620953			0.0377	0.0339	0.2669	++	0.0	0.339	1	0.5606
cg07207220			0.0007	0.0400	0.9856	-+	90.0	10.048	1	0.001525
cg00199091			0.2073	0.0695	0.002878	++	0.0	0.060	1	0.8059
cg09902130			-0.0256	0.0370	0.4894	--	0.0	0.002	1	0.9623
cg05591336			0.0262	0.0963	0.7855	++	0.0	0.048	1	0.8274
cg27051171			0.0024	0.0727	0.9733	+-	0.0	0.038	1	0.8456
cg02868468			0.0251	0.0282	0.3736	-+	66.0	2.941	1	0.08634
ch.6.1206704R			-0.5946	0.2593	0.02186	--	0.0	0.918	1	0.338
cg05301866			0.0402	0.0421	0.3394	-+	77.8	4.506	1	0.03377
cg20751045			-0.0517	0.0431	0.2311	+-	59.3	2.459	1	0.1169
cg23385041			0.0139	0.0340	0.6839	-+	0.0	0.199	1	0.6555
cg22085055			-0.0161	0.0398	0.6864	+-	37.9	1.610	1	0.2045
cg27299033			0.1735	0.0800	0.03014	++	0.0	0.068	1	0.7937
cg16179720			0.0792	0.0456	0.08253	++	0.0	0.007	1	0.9311
cg01550445			-0.0106	0.0523	0.8394	-+	0.0	0.297	1	0.5858
cg13309688			0.0378	0.0393	0.3356	-+	49.5	1.981	1	0.1593
cg04053045			-0.0588	0.0575	0.3072	--	0.0	0.002	1	0.9619
cg07044548			0.0336	0.0809	0.6776	++	0.0	0.250	1	0.6169
cg17280605			0.0234	0.0894	0.7931	++	0.0	0.039	1	0.8442
cg20993581			0.0002	0.0471	0.9961	+-	0.0	0.000	1	0.9953
cg17888716			0.1444	0.0911	0.1131	-+	60.9	2.560	1	0.1096
cg08804940			-0.0169	0.0320	0.597	+-	0.0	0.669	1	0.4134
cg27212520			-0.0325	0.0548	0.5533	--	0.0	0.223	1	0.6365
cg26501714			-0.0336	0.0366	0.3594	--	0.0	0.006	1	0.9393
cg25430175			0.0457	0.0528	0.3874	-+	1.9	1.019	1	0.3127
cg19092579			0.0051	0.0337	0.8803	+-	52.2	2.094	1	0.1479
cg19327006			0.0046	0.0841	0.9568	-+	0.0	0.013	1	0.9085
cg14566798			-0.0404	0.0584	0.4894	+-	74.7	3.956	1	0.0467
cg18228203			0.0317	0.0402	0.4303	+-	0.0	0.535	1	0.4645
cg11787855			0.0194	0.0541	0.7204	+-	8.5	1.093	1	0.2959
cg13181327			-0.0265	0.0768	0.7299	--	0.0	0.183	1	0.6691
cg00294636			0.0388	0.0455	0.3946	++	0.0	0.137	1	0.7111
cg21148721			0.0258	0.0338	0.4457	++	0.0	0.624	1	0.4297
cg12855781			0.0456	0.1407	0.7458	++	0.0	0.049	1	0.8256
cg13071016			-0.0110	0.0675	0.8708	--	0.0	0.001	1	0.9792
cg17112892			0.0588	0.0655	0.3693	++	0.0	0.113	1	0.7367
cg11113001			-0.0681	0.0462	0.1404	-+	75.1	4.019	1	0.045
cg25922517			-0.0240	0.0585	0.6819	--	0.0	0.000	1	0.993
cg01366882			0.2315	0.0797	0.003658	++	0.0	0.051	1	0.8214
cg23202722			-0.0418	0.0309	0.1764	--	19.6	1.244	1	0.2647
cg08849095			0.0071	0.0408	0.8626	-+	57.7	2.363	1	0.1243
cg02435495			-0.0156	0.0252	0.5353	-+	0.0	0.524	1	0.4692
cg06235224			0.1820	0.0690	0.008358	++	0.0	0.033	1	0.8561
cg09933836			-0.0975	0.0696	0.1615	-+	34.0	1.516	1	0.2183
cg22777724			0.1026	0.0451	0.02306	++	0.0	0.000	1	0.9944
cg02488288			0.0382	0.0419	0.3622	+-	41.4	1.706	1	0.1915
cg06898499			-0.1896	0.1491	0.2035	--	0.0	0.464	1	0.4959
cg09588888			0.1222	0.0359	0.0006716	++	0.0	0.199	1	0.6556
cg24824910			0.0120	0.0310	0.6981	+-	25.3	1.338	1	0.2474
cg15925408			0.0670	0.0454	0.1398	++	0.0	0.100	1	0.7521
cg10632229			0.0087	0.0512	0.8644	-+	29.5	1.418	1	0.2337
cg22154539			-0.0172	0.0381	0.6515	-+	0.0	0.584	1	0.4448
cg25611254			0.0242	0.0858	0.7784	++	0.0	0.045	1	0.8318
cg07476327			0.0407	0.0567	0.4731	++	0.0	0.012	1	0.914
cg19267776			0.0225	0.0473	0.6334	+-	77.1	4.371	1	0.03656
cg19988408			-0.1511	0.0582	0.009441	--	0.0	0.324	1	0.5695
cg26743518			0.0057	0.1002	0.9543	-+	0.0	0.085	1	0.7704
cg05183211			-0.1025	0.0476	0.03139	--	12.2	1.139	1	0.2858
cg12673774			0.0453	0.0402	0.2601	-+	65.1	2.862	1	0.09069
cg20302420			-0.0350	0.0282	0.2143	--	0.0	0.050	1	0.8231
cg16429345			-0.0054	0.0447	0.9038	-+	13.3	1.154	1	0.2828
cg16708132			-0.0031	0.0384	0.9351	--	0.0	0.002	1	0.964
cg01016846			0.0586	0.0733	0.4241	+-	0.0	0.961	1	0.3268
cg21722484			-0.0388	0.0440	0.3788	--	0.0	0.086	1	0.7692
cg22960255			0.0185	0.0363	0.6091	++	0.0	0.148	1	0.7009
cg05224498			-0.0143	0.0421	0.7349	--	0.0	0.000	1	0.9901
cg20689730			0.0630	0.0518	0.2245	++	0.0	0.044	1	0.8348
cg15375248			0.0035	0.0393	0.9293	-+	0.0	0.355	1	0.5513
cg14533753			-0.0078	0.0570	0.8912	+-	0.0	0.722	1	0.3953
cg18787914			-0.0372	0.0275	0.1759	+-	57.8	2.372	1	0.1235
cg22783262			0.0073	0.0329	0.8254	+-	43.3	1.765	1	0.184
cg13124777			-0.0078	0.0376	0.8356	-+	0.3	1.003	1	0.3167
cg24684576			-0.0135	0.0445	0.7615	+-	0.0	0.964	1	0.3262
cg24827071			0.1722	0.1252	0.169	++	0.0	0.503	1	0.4783
cg07370390			0.0324	0.0741	0.6618	-+	0.0	0.890	1	0.3454
cg09883671			0.0354	0.0453	0.4351	+-	32.7	1.485	1	0.223
cg14572554			0.1017	0.0431	0.01825	++	0.0	0.006	1	0.9387
cg25113081			0.0448	0.0843	0.5954	++	0.0	0.130	1	0.7184
cg25372278			-0.1259	0.0900	0.162	--	0.0	0.081	1	0.776
cg04077734			0.0149	0.0465	0.7484	-+	23.0	1.299	1	0.2544
cg21864732			0.1549	0.0656	0.01815	+-	64.7	2.836	1	0.09215
cg04627162			0.0141	0.0355	0.6909	-+	0.0	0.466	1	0.4948
cg10311132			-0.2910	0.1372	0.03389	--	0.0	0.033	1	0.8554
cg11537479			0.0418	0.0567	0.4604	++	0.0	0.127	1	0.722
cg00085013			-0.0146	0.0655	0.8237	-+	39.7	1.659	1	0.1978
cg09955033			0.0249	0.0396	0.5305	++	0.0	0.143	1	0.7057
cg21166775			-0.0059	0.0298	0.8438	+-	0.0	0.074	1	0.7854
cg08237626			-0.0095	0.0449	0.8324	-+	0.0	0.609	1	0.4353
cg00901816			0.0542	0.0811	0.5038	++	0.0	0.008	1	0.9297
cg05890541			0.0038	0.0643	0.9525	+-	0.0	0.195	1	0.6585
cg04508964			0.1590	0.1362	0.2433	++	0.0	0.047	1	0.8279
cg20723954			-0.0304	0.0578	0.5994	--	0.0	0.011	1	0.9174
cg07613095			0.0102	0.0722	0.8878	++	0.0	0.003	1	0.9546
cg01824791			0.0170	0.0297	0.5661	+-	0.0	0.761	1	0.3832
cg00741978			-0.0355	0.0487	0.4661	+-	82.9	5.859	1	0.0155
cg07941700			-0.0082	0.0411	0.8422	+-	0.0	0.965	1	0.326
cg11869215			-0.0397	0.0486	0.4136	--	0.0	0.193	1	0.6608
cg08453371			0.0897	0.0772	0.2455	++	0.0	0.134	1	0.7146
cg19912160			0.0170	0.0463	0.7129	+-	0.0	0.175	1	0.676
cg20856444			0.0040	0.0393	0.9186	+-	0.0	0.297	1	0.5858
cg18281980			-0.0447	0.0573	0.4356	-+	69.9	3.323	1	0.06833
cg08250746			0.0996	0.0985	0.312	++	0.0	0.027	1	0.8685
cg15865679			0.0411	0.0691	0.552	++	0.0	0.020	1	0.8885
cg10365886			-0.2317	0.2025	0.2526	-+	3.2	1.034	1	0.3093
cg08828597			-0.0014	0.0372	0.9689	-+	49.4	1.976	1	0.1598
cg00338095			-0.0631	0.0647	0.3293	--	0.0	0.000	1	0.9995
cg20767936			0.0259	0.0518	0.6172	+-	0.0	0.921	1	0.3373
cg08183303			-0.0260	0.0801	0.7459	-+	0.0	0.638	1	0.4243
cg07751325			0.0590	0.0527	0.2632	++	0.0	0.022	1	0.8828
cg09538129			0.0121	0.0351	0.7299	++	0.0	0.038	1	0.8459
cg00013530			0.0263	0.0543	0.6282	+-	73.4	3.756	1	0.05262
cg26437842			-0.0516	0.0681	0.448	--	0.0	0.036	1	0.8485
cg16677399			-0.1955	0.1120	0.08084	--	0.0	0.218	1	0.6406
cg09678135			-0.1361	0.0689	0.0483	--	36.0	1.561	1	0.2115
cg15021089			0.0129	0.0349	0.7111	+-	0.0	0.717	1	0.3971
cg00946507			0.0421	0.0569	0.4592	+-	0.0	0.430	1	0.5121
cg07183577			0.0556	0.0634	0.3805	++	0.0	0.376	1	0.5399
cg21760027			0.0161	0.0541	0.7663	+-	0.0	0.469	1	0.4933
cg10288307			0.1100	0.0704	0.118	++	0.0	0.026	1	0.8723
cg03453612			-0.0170	0.0326	0.601	+-	0.0	0.446	1	0.5044
cg24643417			-0.1014	0.1027	0.3235	--	0.0	0.286	1	0.593
cg12484756			-0.0283	0.0292	0.3319	--	21.7	1.277	1	0.2585
cg02518722			0.0545	0.0419	0.193	++	0.0	0.022	1	0.8813
cg00375905			-0.0004	0.0591	0.9942	-+	0.0	0.695	1	0.4046
cg13830474			0.0518	0.0448	0.2478	++	0.0	0.093	1	0.7606
cg14942350			-0.0405	0.0474	0.3935	--	0.0	0.266	1	0.6058
cg06776201			0.0899	0.0586	0.1249	++	0.0	0.774	1	0.3789
cg23805623			0.0939	0.0542	0.08315	++	0.0	0.003	1	0.9531
cg00812770			0.0061	0.0357	0.8654	+-	0.0	0.040	1	0.8411
cg12409821			0.0609	0.0456	0.1814	+-	67.6	3.088	1	0.07889
cg15542777			-0.0332	0.0462	0.4728	--	0.0	0.040	1	0.8421
cg18375105			0.0570	0.0555	0.305	++	0.0	0.197	1	0.6569
cg06380029			-0.0056	0.0395	0.8865	-+	0.0	0.464	1	0.4958
cg13081822			0.0570	0.0562	0.3101	++	0.0	0.088	1	0.7667
cg02967486			-0.0500	0.0439	0.2551	--	0.0	0.120	1	0.7286
cg08613091			0.1091	0.0755	0.1483	++	0.0	0.017	1	0.8977
cg08371050			0.0351	0.0814	0.6666	++	0.0	0.033	1	0.8557
cg07601967			0.0027	0.0751	0.9712	-+	0.0	0.308	1	0.5789
cg27467060			0.0453	0.0395	0.2512	++	0.0	0.213	1	0.6447
cg05141341			0.0325	0.0442	0.4624	+-	0.0	0.580	1	0.4463
cg10793539			0.0137	0.0797	0.8637	-+	0.0	0.103	1	0.7481
cg05740582			0.0262	0.0774	0.7351	+-	0.0	0.181	1	0.6706
cg11302758			-0.0908	0.0468	0.05216	--	0.0	0.319	1	0.5724
cg24927323			-0.0092	0.0504	0.8552	-+	0.0	0.463	1	0.4963
cg10479434			0.0619	0.0480	0.1968	++	0.0	0.000	1	0.9837
cg15132471			-0.0952	0.0500	0.05674	--	0.0	0.202	1	0.6535
cg13823585			0.0112	0.0346	0.7461	++	0.0	0.058	1	0.8102
cg02212575			0.0050	0.0660	0.9402	-+	42.1	1.727	1	0.1888
cg17605371			-0.0396	0.0469	0.3992	-+	76.2	4.201	1	0.04041
cg00559120			-0.0833	0.0658	0.2054	+-	84.8	6.565	1	0.0104
cg08610987			-0.0129	0.0411	0.7545	+-	81.3	5.352	1	0.0207
cg08996805			-0.2078	0.1291	0.1074	--	0.0	0.564	1	0.4527
cg01647204			-0.0422	0.0473	0.3729	+-	20.8	1.263	1	0.2611
cg13598834			0.0431	0.0330	0.1921	++	0.0	0.442	1	0.5064
cg03855388			-0.0652	0.0709	0.3577	-+	64.8	2.844	1	0.09172
cg09286797			0.0031	0.0581	0.9572	+-	0.0	0.030	1	0.8635
cg01633902			0.0485	0.0711	0.4955	++	0.0	0.069	1	0.7921
cg19971997			-0.0466	0.0490	0.341	--	0.0	0.639	1	0.424
cg07446572			0.0298	0.0437	0.4945	+-	55.0	2.221	1	0.1362
cg05275896			-0.0021	0.0563	0.9703	+-	0.0	0.949	1	0.3301
cg10864056			-0.0104	0.0475	0.8274	+-	66.0	2.943	1	0.08623
cg20758387			0.1343	0.0849	0.1139	++	0.0	0.055	1	0.8139
cg13521913			0.0158	0.0579	0.785	+-	57.7	2.365	1	0.1241
cg17215007			0.0295	0.0704	0.675	-+	0.0	0.508	1	0.476
cg07430520			0.0317	0.0432	0.4631	+-	75.1	4.008	1	0.04528
cg20248866			-0.1191	0.0566	0.03538	--	0.0	0.068	1	0.794
cg04411044			-0.0038	0.0911	0.9664	-+	0.0	0.823	1	0.3642
cg19802929			-0.0303	0.0364	0.4047	--	0.0	0.167	1	0.6825
cg26053840			0.0305	0.0424	0.4712	++	0.0	0.000	1	0.99
cg09828538			-0.0283	0.0427	0.5076	+-	64.4	2.809	1	0.09376
cg00155799			-0.0548	0.0439	0.2122	-+	0.0	0.711	1	0.3992
cg05406787			-0.0714	0.0565	0.2059	-+	10.1	1.112	1	0.2917
cg05247190			-0.0389	0.1109	0.7256	+-	35.9	1.561	1	0.2115
cg22850508			-0.0382	0.0478	0.4232	--	0.0	0.000	1	0.9842
cg11063988			-0.0228	0.0425	0.5911	+-	86.9	7.640	1	0.005709
cg14823080			0.0297	0.0452	0.5116	+-	0.0	0.297	1	0.5858
cg14852923			-0.0713	0.0554	0.1979	-+	34.2	1.520	1	0.2177
cg07790807			0.0119	0.0426	0.7795	-+	0.0	0.188	1	0.6647
cg00917413			0.1553	0.0956	0.1043	++	0.0	0.119	1	0.7297
cg23558087			0.0691	0.0830	0.4052	++	0.0	0.016	1	0.898
cg23791600			-0.0388	0.0730	0.5946	+-	52.8	2.120	1	0.1454
cg14373189			-0.2455	0.1997	0.2189	--	0.0	0.124	1	0.7246
cg26826581			0.0512	0.0599	0.3928	++	0.0	0.012	1	0.9135
cg13914909			0.0122	0.0571	0.8308	-+	0.0	0.758	1	0.384
cg15377019			-0.0347	0.0629	0.5814	+-	67.7	3.093	1	0.07862
cg15675647			-0.0093	0.0386	0.8098	-+	0.0	0.059	1	0.8087
cg25994907			0.0423	0.0485	0.3837	-+	2.5	1.026	1	0.3111
cg16055614			0.0173	0.0810	0.8312	-+	73.0	3.704	1	0.05428
cg00538017			0.0306	0.0552	0.5787	++	0.0	0.012	1	0.9136
cg17235822			0.0298	0.0904	0.7414	++	0.0	0.043	1	0.8358
cg04137037			0.0376	0.0436	0.388	++	0.0	0.016	1	0.8993
cg17364417			-0.1496	0.0639	0.01924	--	20.2	1.253	1	0.2629
cg17834185			0.0580	0.0443	0.1905	++	0.0	0.651	1	0.4197
cg10457058			-0.0336	0.0762	0.6593	+-	0.0	0.822	1	0.3647
cg10448808			0.0061	0.0721	0.9328	++	0.0	0.000	1	0.9946
cg22136581			-0.0641	0.1078	0.5517	--	0.0	0.487	1	0.4852
cg00360077			0.0197	0.0384	0.6074	++	0.0	0.079	1	0.7784
cg01452308			-0.0444	0.0547	0.4173	--	0.0	0.129	1	0.7191
cg15545842			0.0120	0.0797	0.8804	-+	0.0	0.046	1	0.8302
cg12894903			-0.0443	0.0499	0.3746	--	0.0	0.811	1	0.3677
cg06238060			-0.0243	0.0465	0.6013	--	0.0	0.008	1	0.9273
cg06144982			-0.0339	0.0401	0.3973	--	0.0	0.613	1	0.4338
cg26216149			0.0292	0.0337	0.3866	++	0.0	0.167	1	0.6825
cg07448006			-0.0610	0.0467	0.1915	--	0.0	0.691	1	0.4058
cg20458668			0.0466	0.0377	0.2165	++	0.0	0.192	1	0.6617
cg26918431			0.0370	0.0420	0.3792	++	0.0	0.576	1	0.4478
cg01137303			0.0093	0.0551	0.8657	-+	0.0	0.926	1	0.3358
cg12762862			-0.0125	0.0446	0.7786	-+	18.1	1.220	1	0.2693
cg22801433			0.0206	0.0435	0.6354	-+	0.0	0.708	1	0.4001
cg02185750			-0.0163	0.0592	0.7834	--	0.0	0.093	1	0.7606
cg02774128			0.0664	0.0950	0.4847	+-	0.0	0.572	1	0.4493
cg27368726			-0.0475	0.0502	0.3437	--	0.0	0.083	1	0.7735
cg14213566			-0.0760	0.0311	0.01455	--	78.5	4.657	1	0.03093
cg20925841			-0.0080	0.0406	0.8438	-+	0.0	0.079	1	0.778
cg27234864			-0.0936	0.1182	0.4283	--	0.0	0.845	1	0.358
cg04957209			-0.0184	0.0503	0.7149	--	0.0	0.006	1	0.9402
cg26515755			0.0100	0.0490	0.8374	++	0.0	0.000	1	0.9844
cg16565294			0.0096	0.0478	0.8413	+-	0.0	0.126	1	0.7225
cg17347593			0.0655	0.0444	0.14	++	34.0	1.515	1	0.2183
cg15161309			0.0137	0.0467	0.7688	+-	80.9	5.247	1	0.02198
cg25311656			-0.0020	0.0312	0.9501	+-	7.1	1.076	1	0.2996
cg10802833			-0.0694	0.0599	0.247	--	0.0	0.780	1	0.3772
cg02216727			0.0333	0.0380	0.3805	++	0.0	0.974	1	0.3236
cg06658831			0.0024	0.0443	0.9568	+-	0.0	0.502	1	0.4787
cg17499328			0.0420	0.0347	0.2267	++	0.0	0.135	1	0.7137
cg17601216			0.0121	0.0420	0.773	+-	23.2	1.303	1	0.2537
cg20225915			0.0620	0.0594	0.2968	+-	76.3	4.224	1	0.03986
cg21847800			-0.1998	0.1040	0.05471	-+	9.6	1.106	1	0.2929
cg16325777			0.0517	0.1355	0.703	-+	25.1	1.335	1	0.248
cg02701435			0.0760	0.0391	0.05165	++	0.0	0.102	1	0.7496
cg13374726			0.0234	0.0570	0.682	++	0.0	0.215	1	0.6426
cg09210680			0.0518	0.0375	0.1672	++	0.0	0.420	1	0.5169
cg23192775			-0.0634	0.0524	0.2263	+-	34.2	1.520	1	0.2176
cg26931208			-0.0300	0.0699	0.6677	--	0.0	0.124	1	0.7242
cg03689711			0.0220	0.0457	0.6306	++	0.0	0.000	1	0.9928
cg06433492			-0.0810	0.0647	0.2108	--	0.0	0.005	1	0.9441
cg11163997			-0.0444	0.0393	0.2585	--	36.7	1.580	1	0.2088
cg01863280			0.0063	0.0380	0.8684	-+	6.4	1.068	1	0.3013
cg14551417			0.0123	0.0555	0.8246	+-	19.0	1.234	1	0.2666
cg18126791			-0.0497	0.0310	0.1098	--	0.0	0.011	1	0.9176
cg01137698			0.0129	0.0461	0.7794	-+	0.0	0.386	1	0.5347
cg15391116			-0.0643	0.0457	0.1591	--	0.0	0.120	1	0.7285
cg13614094			0.0204	0.0345	0.555	++	0.0	0.716	1	0.3976
cg00632415			0.0454	0.0432	0.2942	++	0.0	0.097	1	0.7549
cg06980053			-0.0127	0.0427	0.7669	+-	24.8	1.330	1	0.2488
cg09859659			0.0260	0.0369	0.4814	++	0.0	0.724	1	0.3948
cg22952210			-0.0758	0.0267	0.00448	--	60.4	2.527	1	0.1119
cg26661889			-0.0943	0.0622	0.1294	--	0.0	0.607	1	0.436
cg12473285			-0.0417	0.0624	0.5038	--	0.0	0.263	1	0.6078
cg19707375			0.0395	0.0540	0.4647	++	0.0	0.462	1	0.4969
cg20554641			-0.0416	0.0630	0.5088	--	0.0	0.279	1	0.5971
cg10626950			0.0153	0.0644	0.8118	+-	0.0	0.307	1	0.5793
cg13910377			-0.0578	0.0562	0.3034	-+	21.5	1.274	1	0.259
cg01409985			0.0916	0.0611	0.1334	++	0.0	0.155	1	0.6934
cg18060431			0.0664	0.0366	0.06989	++	0.0	0.150	1	0.6986
cg11349443			0.0234	0.0455	0.6073	++	0.0	0.001	1	0.9763
cg08514393			-0.0179	0.0401	0.6544	+-	35.6	1.553	1	0.2126
cg20721135			-0.0210	0.0717	0.7692	-+	0.0	0.108	1	0.7426
cg03805396			0.0418	0.0562	0.457	++	0.0	0.072	1	0.7887
cg19846827			-0.0040	0.0573	0.9438	+-	0.0	0.435	1	0.5095
cg08319079			-0.0058	0.0448	0.8974	-+	0.0	0.317	1	0.5737
cg19248557			-0.1830	0.0888	0.0393	--	0.0	0.056	1	0.8127
cg11957320			0.0630	0.0462	0.1728	++	0.0	0.012	1	0.9128
cg18503897			0.0329	0.0381	0.3876	-+	83.2	5.960	1	0.01464
cg26169213			0.0227	0.0381	0.5517	-+	75.3	4.054	1	0.04406
cg13788479			-0.0167	0.0720	0.8161	-+	0.0	0.117	1	0.7326
cg26118759			-0.1745	0.0854	0.0411	+-	83.0	5.868	1	0.01542
cg14074285			-0.0422	0.0642	0.5104	--	0.0	0.445	1	0.5046
cg03263117			-0.1266	0.0448	0.004767	--	0.0	0.772	1	0.3796
cg04218911			0.0561	0.0626	0.3698	+-	29.2	1.413	1	0.2346
cg19476303			-0.0275	0.0463	0.5536	--	0.0	0.413	1	0.5205
cg09015433			-0.0699	0.1291	0.5882	--	0.0	0.024	1	0.8778
cg13443171			0.0690	0.0470	0.1422	++	0.0	0.230	1	0.6316
cg02697237			-0.0105	0.0536	0.8455	-+	0.0	0.076	1	0.7827
cg18163092			-0.0152	0.0412	0.7125	+-	0.0	0.312	1	0.5766
cg26940226			0.0442	0.0482	0.3598	++	0.0	0.100	1	0.7519
cg22928405			0.0219	0.0350	0.5325	+-	0.0	0.605	1	0.4368
cg14907114			0.0389	0.0547	0.4765	++	0.0	0.214	1	0.6437
cg12470499			-0.0498	0.0755	0.5089	--	0.0	0.219	1	0.6396
cg25940248			-0.0559	0.0757	0.4603	--	0.0	0.166	1	0.6836
cg00180787			0.0248	0.0428	0.5623	-+	68.9	3.219	1	0.07281
cg04768939			0.0104	0.0702	0.8826	+-	0.0	0.334	1	0.5632
cg06880877			-0.0646	0.0753	0.3906	+-	61.9	2.624	1	0.1053
cg00254956			0.0187	0.0454	0.6802	+-	0.0	0.169	1	0.6808
cg17021894			0.0098	0.1117	0.9298	-+	0.0	0.276	1	0.599
cg03366627			-0.1322	0.1032	0.2002	--	0.0	0.513	1	0.4738
cg17972396			-0.0334	0.0355	0.3461	--	0.0	0.616	1	0.4324
cg03440850			0.1203	0.0487	0.01348	++	0.0	0.006	1	0.937
